age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,sex,race,c_charge_degree,two_year_recid
43,0,2,0,0,1,1.0,Male,Caucasian,F,1
23,0,2,0,0,0,1.0,Male,Hispanic,M,1
54,0,6,0,0,3,125.0,Male,African-American,M,0
23,0,7,0,0,0,1.0,Male,Hispanic,M,0
37,0,9,0,0,12,1.0,Male,African-American,F,1
24,0,8,0,0,3,1.0,Male,Caucasian,M,1
26,0,2,0,0,2,373.0,Male,African-American,M,0
21,0,9,2,7,2,4.0,Male,Caucasian,F,1
27,0,1,0,0,3,22.0,Male,Caucasian,M,0
47,0,1,0,0,1,23.0,Male,African-American,F,0
56,0,5,0,0,10,1.0,Female,Caucasian,F,1
44,0,3,0,0,4,86.0,Female,Hispanic,F,1
22,0,2,0,0,0,1.0,Male,African-American,F,0
53,0,2,0,0,6,1.0,Male,African-American,F,0
46,0,1,0,0,2,1.0,Female,Hispanic,F,0
44,0,2,0,0,2,1.0,Male,African-American,F,0
40,0,1,0,0,4,1.0,Male,Other,M,1
22,0,5,0,0,2,1.0,Male,Caucasian,F,0
52,0,1,0,0,0,1.0,Female,Caucasian,M,0
29,0,2,0,0,1,1.0,Female,Hispanic,F,1
28,0,4,0,0,0,0.0,Male,Hispanic,F,0
38,0,5,0,0,9,1.0,Male,African-American,F,1
24,0,6,1,2,8,0.0,Male,Caucasian,F,1
30,0,8,2,2,11,1.0,Male,African-American,F,0
32,0,5,0,0,5,1.0,Male,Caucasian,F,1
51,0,1,0,0,1,12.0,Male,Hispanic,F,0
36,0,1,0,0,0,0.0,Male,Caucasian,F,0
43,0,1,0,0,2,1.0,Male,Caucasian,F,0
28,0,9,0,0,6,1.0,Male,African-American,F,1
25,1,10,6,1,14,1.0,Male,African-American,F,1
49,0,3,0,0,1,17.0,Male,Caucasian,F,0
23,0,10,0,0,4,1.0,Male,Other,F,0
51,0,1,0,0,1,2.0,Male,Caucasian,F,1
34,0,1,0,0,3,1.0,Male,African-American,F,0
30,0,9,0,0,8,0.0,Male,African-American,F,1
57,0,1,0,0,1,15.0,Male,Hispanic,M,0
24,0,2,0,0,1,0.0,Male,Caucasian,M,1
25,0,5,0,0,1,1.0,Male,African-American,F,0
33,0,2,0,0,0,1.0,Female,Other,F,0
38,0,10,0,0,17,1.0,Male,Caucasian,F,0
23,0,9,0,0,1,1.0,Female,African-American,F,0
19,1,10,0,1,1,40.0,Male,African-American,F,1
30,0,6,0,0,9,1.0,Male,Caucasian,M,1
20,0,5,0,0,0,1.0,Male,African-American,F,1
47,0,1,0,0,2,100.0,Male,Caucasian,M,0
52,0,1,0,0,1,1.0,Male,Caucasian,F,0
28,0,5,0,0,3,1.0,Male,Hispanic,F,1
22,0,6,0,0,1,13.0,Male,Caucasian,F,0
21,0,4,0,0,1,1.0,Male,Caucasian,M,1
22,0,4,0,0,0,1.0,Male,Caucasian,M,0
35,0,2,0,0,1,1.0,Female,African-American,M,0
33,0,1,0,0,0,1.0,Male,Other,F,0
24,0,3,0,0,1,1.0,Male,African-American,F,1
33,0,5,0,0,0,1.0,Male,African-American,F,0
30,0,5,0,0,6,1.0,Male,African-American,F,1
43,0,6,0,0,1,1.0,Male,Caucasian,F,1
22,0,4,0,0,1,2.0,Male,Caucasian,F,1
23,0,10,0,0,2,1.0,Female,African-American,F,1
51,0,2,0,0,3,14.0,Male,Hispanic,M,0
23,0,9,1,0,4,1.0,Male,Caucasian,M,1
45,0,2,0,0,16,77.0,Male,African-American,F,0
42,0,1,0,0,1,1.0,Male,Hispanic,F,1
47,0,6,0,0,5,1.0,Male,African-American,F,0
29,0,1,0,0,1,1.0,Male,Caucasian,F,0
31,0,7,0,0,0,0.0,Male,African-American,F,0
22,0,3,0,0,0,1.0,Male,Caucasian,F,0
25,0,6,0,0,4,107.0,Female,Hispanic,F,1
39,0,3,0,0,2,1.0,Male,Caucasian,F,0
30,0,3,0,0,6,10.0,Male,Hispanic,M,1
24,0,6,0,1,1,0.0,Male,African-American,F,1
23,0,4,0,0,0,1.0,Female,African-American,M,0
20,0,5,0,0,1,41.0,Female,Caucasian,F,0
21,0,10,0,0,0,5.0,Male,African-American,F,1
32,0,2,0,0,2,1.0,Female,Caucasian,F,1
26,0,7,0,0,9,1.0,Male,Caucasian,M,1
23,0,5,0,0,0,1.0,Male,Caucasian,F,1
36,0,3,0,0,1,1.0,Female,African-American,F,1
28,0,5,0,0,3,62.0,Male,Caucasian,M,1
37,0,1,0,0,0,1.0,Male,African-American,M,0
57,0,5,0,0,9,90.0,Male,African-American,F,0
44,0,5,0,0,10,1.0,Female,Caucasian,F,1
42,0,1,0,0,4,1.0,Male,Caucasian,F,1
30,0,6,0,0,0,1.0,Male,Other,M,1
30,0,1,0,0,1,1.0,Male,Caucasian,M,0
24,0,10,5,1,15,1.0,Male,African-American,F,1
64,0,1,0,0,2,48.0,Female,Caucasian,M,0
21,0,8,0,0,0,1.0,Male,African-American,F,0
42,0,5,0,0,10,17.0,Male,African-American,M,1
27,0,3,0,0,1,1.0,Male,Caucasian,M,1
25,0,7,0,0,0,1.0,Male,African-American,F,1
36,0,9,0,0,13,1.0,Female,African-American,F,1
50,0,1,0,0,0,2.0,Male,Caucasian,M,0
38,0,1,0,0,0,1.0,Male,Caucasian,F,0
31,0,10,0,0,16,1.0,Male,Hispanic,F,1
60,0,9,0,0,10,104.0,Male,African-American,F,0
28,0,4,0,0,0,1.0,Male,Caucasian,M,0
57,0,4,0,0,8,1.0,Male,African-American,M,1
54,0,1,0,0,0,1.0,Female,African-American,F,0
39,0,1,0,0,0,1.0,Male,Caucasian,M,0
25,0,9,1,2,5,1.0,Male,African-American,F,1
34,0,2,0,1,0,3.0,Female,Caucasian,F,1
53,0,1,0,0,1,12.0,Male,Caucasian,F,0
34,0,5,0,0,7,1.0,Male,African-American,F,1
33,0,1,0,0,0,1.0,Male,Other,M,0
28,0,8,0,0,5,1.0,Female,African-American,F,0
51,0,7,0,0,1,1259.0,Female,African-American,M,0
23,0,7,0,0,3,1.0,Male,African-American,F,0
31,0,2,0,0,0,0.0,Male,African-American,M,0
22,0,9,0,0,1,1.0,Male,African-American,F,0
50,0,5,0,0,2,6.0,Male,African-American,M,1
43,0,4,0,0,0,1.0,Male,African-American,F,0
37,0,4,0,0,4,0.0,Male,African-American,F,0
24,0,6,0,0,5,504.0,Male,Caucasian,F,1
41,0,1,0,0,1,700.0,Female,Caucasian,M,0
50,0,3,0,0,3,0.0,Female,Caucasian,F,1
28,1,5,0,0,5,1.0,Male,African-American,F,1
35,0,5,0,0,3,1.0,Male,Caucasian,F,1
58,0,1,0,0,0,1.0,Male,Other,F,0
30,0,9,0,0,3,39.0,Male,Caucasian,M,1
31,0,5,0,0,6,659.0,Male,Other,F,0
28,0,3,0,0,0,6.0,Female,Caucasian,M,0
41,0,2,0,0,0,1.0,Male,Caucasian,F,0
33,0,6,0,0,5,37.0,Female,Caucasian,M,1
42,0,4,0,0,1,1.0,Male,African-American,F,1
25,0,7,0,0,0,1.0,Male,Hispanic,F,0
21,0,7,0,0,0,1.0,Male,Hispanic,F,0
59,0,1,0,0,1,7604.0,Male,Hispanic,M,0
21,0,7,0,0,1,15.0,Male,African-American,F,1
31,0,7,0,0,7,1.0,Male,African-American,F,1
56,0,6,0,0,31,23.0,Male,African-American,F,1
32,0,2,0,0,3,1.0,Female,African-American,F,1
32,0,5,0,0,0,1.0,Male,African-American,M,0
22,0,3,0,0,0,1.0,Male,African-American,F,1
26,0,4,0,0,1,0.0,Male,Caucasian,F,1
20,0,4,0,0,1,22.0,Male,African-American,M,0
29,0,4,0,0,1,1.0,Female,African-American,F,1
33,0,3,0,0,2,63.0,Female,Hispanic,F,0
34,2,9,0,0,8,0.0,Male,African-American,F,1
47,0,2,0,0,0,2.0,Female,African-American,M,0
21,0,5,0,0,1,1.0,Female,African-American,M,1
49,0,4,0,0,6,1.0,Male,African-American,M,1
27,0,2,0,0,4,1.0,Male,Hispanic,F,1
30,0,1,0,0,0,1.0,Male,Caucasian,M,0
32,0,7,0,0,3,1.0,Male,African-American,F,1
26,0,3,0,0,1,197.0,Female,African-American,F,0
33,0,2,0,0,3,1.0,Male,African-American,F,0
37,0,6,0,0,13,1.0,Female,African-American,F,0
22,0,2,0,0,1,1.0,Male,African-American,F,0
22,0,4,0,0,0,1.0,Female,African-American,F,1
22,1,10,0,4,6,251.0,Male,Caucasian,F,1
42,0,1,0,0,1,0.0,Male,African-American,F,0
23,0,3,0,0,1,1.0,Female,African-American,F,0
33,0,9,0,3,18,1.0,Male,African-American,F,1
26,0,3,0,0,0,1.0,Female,Hispanic,M,0
25,20,10,0,0,24,1.0,Male,Other,F,1
58,0,1,0,0,0,1.0,Male,Caucasian,M,0
35,0,4,0,0,4,1.0,Male,African-American,F,0
23,1,9,0,0,3,1.0,Male,African-American,F,1
53,0,1,0,0,0,0.0,Male,Hispanic,M,0
31,0,8,0,0,3,20.0,Male,African-American,M,1
56,0,5,0,0,16,1.0,Male,African-American,F,0
24,0,5,0,0,0,1.0,Male,Caucasian,F,1
52,0,1,0,0,0,1.0,Female,Caucasian,M,0
25,0,5,0,0,4,1.0,Male,African-American,F,1
36,0,6,0,0,0,0.0,Female,African-American,M,0
22,0,7,0,0,0,2.0,Female,African-American,F,0
53,0,6,0,0,1,246.0,Male,Caucasian,F,1
31,2,9,1,1,16,1.0,Male,African-American,F,1
35,0,10,0,0,2,1.0,Male,African-American,F,0
29,0,10,1,0,16,1.0,Male,African-American,F,0
24,0,4,0,0,1,1.0,Male,Other,F,1
69,0,1,0,0,3,0.0,Male,African-American,M,0
28,0,7,0,0,2,1.0,Male,Caucasian,F,0
20,0,2,2,1,3,1.0,Male,Other,M,1
27,0,2,0,1,0,1.0,Male,African-American,F,0
39,0,4,0,0,1,1.0,Female,Caucasian,F,0
27,0,8,0,0,13,1.0,Male,African-American,M,1
24,0,6,0,0,2,1.0,Female,African-American,F,1
60,0,1,0,0,1,1.0,Male,Other,M,1
27,0,4,0,0,5,12.0,Male,Caucasian,M,0
29,0,6,0,0,7,1.0,Female,Caucasian,F,1
57,0,7,0,0,15,32.0,Male,Caucasian,F,0
47,0,1,0,0,0,2.0,Male,Caucasian,M,0
43,0,2,0,0,2,1.0,Male,Other,M,0
53,0,2,0,0,3,2.0,Male,Caucasian,M,1
34,0,9,0,0,5,1.0,Female,African-American,F,1
34,0,1,0,0,1,1.0,Female,African-American,M,0
34,0,1,0,0,1,10.0,Female,Asian,F,0
49,0,1,0,0,0,1.0,Male,Caucasian,F,0
26,0,3,0,0,0,0.0,Male,African-American,F,0
24,0,3,0,2,1,1.0,Male,Caucasian,F,0
33,0,5,0,0,4,1.0,Female,Caucasian,M,1
32,0,8,0,0,14,1.0,Male,African-American,F,1
23,0,7,0,0,0,1.0,Female,African-American,F,0
33,0,8,0,0,1,1.0,Male,Caucasian,F,1
24,0,1,0,0,0,1.0,Male,Hispanic,F,1
21,0,4,0,0,2,1.0,Male,Caucasian,F,1
29,0,4,0,0,5,9.0,Female,African-American,F,1
58,0,2,0,0,3,395.0,Male,Caucasian,M,0
32,0,5,0,0,5,15.0,Male,Caucasian,F,1
26,0,2,0,0,2,3.0,Male,Caucasian,F,0
47,0,7,0,0,23,1.0,Male,African-American,F,1
52,0,1,0,0,1,94.0,Male,Caucasian,F,0
28,0,4,0,0,1,1.0,Male,African-American,F,0
22,0,4,0,0,0,2.0,Female,Hispanic,M,0
21,0,9,0,0,0,1.0,Male,African-American,F,1
39,0,4,0,0,0,0.0,Male,Caucasian,F,1
31,0,10,0,0,23,0.0,Male,African-American,F,1
53,0,5,0,0,26,5.0,Male,African-American,F,1
24,0,10,4,0,14,1.0,Male,African-American,F,1
32,0,2,0,0,2,1.0,Male,Caucasian,M,1
24,0,7,0,0,1,0.0,Male,African-American,F,0
68,0,4,0,0,2,1.0,Male,African-American,F,0
50,0,1,0,0,2,1.0,Male,Caucasian,M,0
48,0,1,0,0,0,1.0,Male,Other,M,0
32,0,1,0,0,0,1.0,Female,African-American,M,1
51,0,1,0,0,0,1.0,Male,Caucasian,F,0
21,0,5,0,0,0,1.0,Male,African-American,F,0
24,0,3,0,0,0,1.0,Female,African-American,F,0
26,0,2,0,0,1,1.0,Male,Hispanic,M,1
37,0,1,0,0,2,1.0,Male,Hispanic,F,1
41,0,2,0,0,1,1.0,Male,Caucasian,M,1
23,0,3,0,0,0,1.0,Male,African-American,F,1
46,0,5,0,0,0,1.0,Male,Caucasian,F,0
23,0,4,0,0,0,1.0,Female,African-American,M,1
48,0,3,0,0,2,1.0,Male,Caucasian,M,0
37,0,4,0,0,3,0.0,Male,Hispanic,M,0
50,0,3,0,0,1,1.0,Female,Hispanic,F,1
28,0,4,0,0,0,1.0,Male,African-American,F,0
27,0,7,0,0,11,1.0,Male,African-American,F,1
26,0,10,0,0,3,0.0,Male,African-American,F,1
30,0,5,0,0,6,1.0,Male,African-American,F,1
37,0,10,0,0,6,111.0,Female,Caucasian,F,0
26,0,4,0,0,2,23.0,Male,African-American,F,0
24,0,3,0,0,0,1.0,Male,Other,F,0
25,0,8,0,0,2,1.0,Female,African-American,F,1
53,0,7,0,0,18,1.0,Male,African-American,M,1
22,0,4,0,0,1,4.0,Female,Hispanic,F,0
40,0,1,0,0,0,1.0,Male,African-American,F,0
23,0,3,0,0,1,6.0,Female,African-American,F,0
20,1,10,0,1,1,47.0,Male,African-American,F,1
33,0,2,0,0,3,1.0,Female,African-American,M,0
28,0,4,0,0,0,1.0,Female,Other,M,1
31,0,1,0,0,0,2.0,Male,Hispanic,M,0
50,0,7,0,0,0,1.0,Male,Caucasian,F,0
59,0,6,0,0,17,25.0,Male,Caucasian,F,1
33,0,2,0,0,4,9.0,Male,African-American,F,0
32,0,2,0,0,1,3.0,Female,Hispanic,F,0
45,0,2,0,0,5,2.0,Female,Caucasian,M,0
23,0,3,0,3,1,24.0,Male,African-American,F,1
20,0,8,0,0,1,1.0,Male,African-American,F,1
34,0,1,0,0,0,1.0,Male,Hispanic,M,0
48,0,1,0,0,1,9.0,Male,Hispanic,M,0
29,4,9,1,0,10,1.0,Male,Caucasian,F,1
47,0,2,0,0,1,1.0,Male,African-American,F,0
38,2,9,3,0,16,88.0,Male,African-American,M,1
20,0,7,0,0,0,1.0,Male,African-American,F,1
25,0,2,0,0,0,1.0,Female,Other,F,0
32,0,1,0,1,0,2.0,Female,Caucasian,M,0
38,0,4,0,0,1,1.0,Male,African-American,F,1
63,0,4,0,0,1,2902.0,Female,African-American,F,0
54,0,2,0,0,2,4.0,Female,Caucasian,F,0
57,0,5,0,0,16,1.0,Male,African-American,M,1
51,0,1,0,0,0,1.0,Female,Caucasian,M,0
52,0,7,0,0,0,1.0,Male,African-American,F,1
28,0,2,0,0,4,1.0,Male,African-American,F,1
28,0,8,0,0,25,70.0,Male,African-American,F,1
22,0,3,0,0,2,1.0,Male,Hispanic,F,1
59,0,4,0,0,17,463.0,Male,African-American,F,0
21,0,8,0,0,0,1.0,Male,Caucasian,F,1
33,0,6,0,0,4,56.0,Male,Caucasian,F,0
61,0,4,0,0,1,0.0,Male,Caucasian,F,0
45,0,3,0,0,0,5.0,Male,Caucasian,F,0
23,0,9,1,0,2,1.0,Male,African-American,F,0
29,0,2,0,0,3,1.0,Male,African-American,F,1
40,0,2,0,0,0,1.0,Male,Caucasian,F,0
31,0,1,0,0,0,1.0,Male,Caucasian,F,0
36,0,2,0,0,2,0.0,Male,African-American,F,0
24,0,3,0,0,1,1.0,Male,Other,F,0
51,0,8,0,0,16,122.0,Female,African-American,F,0
23,0,3,0,0,0,1.0,Male,Caucasian,F,1
22,0,3,0,0,0,0.0,Male,Hispanic,M,1
63,0,1,0,0,0,1.0,Male,Caucasian,F,0
43,0,1,0,0,2,26.0,Male,Caucasian,F,0
30,0,5,0,0,5,168.0,Female,Caucasian,F,1
25,0,3,0,0,1,13.0,Female,African-American,F,0
54,0,4,0,0,2,101.0,Male,Caucasian,M,1
26,0,5,0,0,2,38.0,Male,Caucasian,F,1
23,0,5,0,0,2,2.0,Female,African-American,F,1
34,0,2,0,0,1,3.0,Male,African-American,M,0
29,0,1,0,0,0,1.0,Male,African-American,F,0
46,0,1,0,0,0,1.0,Female,Caucasian,M,1
21,0,8,0,0,1,1.0,Male,African-American,F,0
21,0,3,0,0,0,1.0,Male,African-American,M,0
42,0,5,0,0,1,1.0,Female,African-American,F,0
32,0,3,0,0,0,1.0,Female,African-American,F,0
48,0,7,0,0,1,1.0,Male,Caucasian,F,1
22,0,8,0,0,3,1.0,Male,African-American,F,1
18,5,5,0,2,4,138.0,Male,African-American,F,1
33,0,7,0,0,21,6.0,Male,African-American,M,1
37,3,10,0,0,12,1.0,Male,African-American,M,0
38,0,4,0,0,3,1.0,Male,African-American,F,0
32,0,3,0,0,0,1.0,Male,Caucasian,F,0
44,0,6,0,0,6,1.0,Male,Caucasian,F,1
35,0,8,1,0,14,1.0,Male,African-American,M,1
35,0,2,0,0,6,1.0,Female,African-American,F,1
24,0,4,0,0,2,96.0,Female,Caucasian,F,0
27,0,1,0,0,1,1.0,Male,African-American,M,0
35,0,8,0,0,12,1.0,Male,African-American,F,1
22,0,4,0,0,0,1.0,Male,African-American,F,0
37,0,1,0,0,0,1.0,Male,Other,F,1
42,0,2,0,0,2,1.0,Female,African-American,F,0
21,0,6,0,0,0,7.0,Male,African-American,M,0
32,0,1,0,0,0,1.0,Male,Other,M,0
39,0,4,0,0,3,1.0,Male,Caucasian,F,0
20,1,8,1,1,2,1.0,Male,African-American,F,1
25,0,2,0,0,0,1.0,Male,Caucasian,M,0
34,0,9,0,0,0,1.0,Male,African-American,F,1
44,0,1,0,0,0,2.0,Female,Caucasian,M,0
33,0,8,0,0,5,1.0,Male,African-American,M,1
60,0,1,0,0,3,120.0,Male,Caucasian,F,0
36,0,7,0,0,14,1.0,Male,African-American,F,1
45,0,5,0,0,1,1.0,Male,Caucasian,F,1
27,0,2,0,0,0,1.0,Male,Caucasian,F,1
43,0,1,0,0,1,1.0,Male,African-American,F,0
48,0,4,0,0,7,1.0,Male,African-American,M,1
21,0,5,0,0,1,36.0,Male,African-American,F,0
50,0,1,0,0,0,1.0,Male,Caucasian,F,0
28,0,3,0,0,1,1.0,Male,African-American,F,0
32,0,10,0,0,2,58.0,Male,African-American,F,0
25,0,3,0,0,0,0.0,Male,African-American,F,0
37,0,9,0,0,2,0.0,Male,African-American,M,1
36,0,7,1,0,6,21.0,Female,Other,F,1
58,0,3,0,0,2,1.0,Male,Caucasian,F,0
24,0,4,0,0,0,1.0,Male,Caucasian,F,0
37,0,5,0,0,0,0.0,Female,African-American,F,0
21,0,5,0,0,0,4.0,Female,African-American,M,0
29,0,8,0,0,6,1.0,Male,African-American,F,1
21,0,5,1,0,3,22.0,Male,Hispanic,F,0
27,0,3,0,0,0,4.0,Female,Caucasian,F,0
37,0,1,0,0,2,1.0,Male,Caucasian,F,1
21,0,7,0,0,0,1.0,Male,African-American,F,0
35,0,2,0,0,12,55.0,Female,African-American,M,0
24,0,8,1,0,4,27.0,Male,African-American,F,1
51,0,1,0,0,1,1.0,Male,Caucasian,M,0
21,0,7,0,0,0,1.0,Female,Hispanic,M,1
42,0,1,0,0,0,1.0,Male,African-American,F,0
35,0,6,0,0,1,1.0,Male,African-American,F,1
64,0,1,0,0,0,1.0,Female,African-American,F,0
26,0,7,0,0,5,1.0,Male,African-American,M,0
28,0,2,0,0,1,1.0,Male,Caucasian,F,1
31,0,3,0,0,2,1.0,Male,Caucasian,F,1
35,0,1,0,0,3,23.0,Male,Hispanic,F,1
22,0,9,0,0,2,1.0,Male,African-American,F,1
36,1,2,0,0,2,1.0,Male,Hispanic,M,1
34,0,3,0,0,0,3.0,Female,Caucasian,F,0
63,0,1,0,0,1,219.0,Female,Hispanic,F,0
44,0,1,0,0,0,0.0,Male,Other,M,0
47,0,2,0,0,0,1.0,Male,Caucasian,M,0
23,0,10,0,0,1,1238.0,Male,African-American,M,1
31,0,2,0,0,3,1.0,Female,African-American,M,1
27,1,5,0,0,4,1.0,Male,African-American,F,1
56,0,2,0,0,3,27.0,Male,African-American,M,1
32,0,3,0,0,4,1.0,Male,Other,F,0
29,0,1,0,0,2,1.0,Male,Caucasian,M,0
54,0,1,0,0,0,1.0,Male,African-American,M,0
38,0,1,0,0,2,1.0,Male,African-American,F,0
30,0,4,0,0,3,167.0,Male,Caucasian,F,0
39,0,3,0,0,0,0.0,Male,Caucasian,M,0
43,0,1,0,0,0,0.0,Female,Caucasian,M,0
36,0,5,0,0,5,1.0,Male,African-American,M,1
53,0,1,0,0,0,0.0,Male,Caucasian,M,0
49,0,3,0,0,10,1.0,Male,African-American,F,1
42,0,1,0,0,0,0.0,Female,African-American,F,0
32,0,1,0,0,0,1.0,Male,Other,F,0
24,0,3,0,0,0,0.0,Male,Other,M,0
24,0,6,0,0,6,1.0,Male,African-American,F,1
26,0,6,0,0,0,1.0,Male,Hispanic,F,0
28,0,7,1,0,14,213.0,Male,African-American,M,1
39,0,7,0,0,5,1.0,Male,African-American,F,0
25,0,3,0,0,1,0.0,Male,Caucasian,M,0
28,0,7,0,0,4,1.0,Male,African-American,F,0
53,0,1,0,0,4,1.0,Male,Other,M,1
24,0,7,0,0,0,1.0,Female,African-American,M,0
48,0,4,0,0,11,1.0,Male,African-American,M,1
38,0,9,0,0,15,1.0,Male,African-American,F,0
25,0,9,0,0,2,44.0,Female,Caucasian,F,1
22,0,7,0,0,0,1.0,Female,African-American,F,0
29,0,5,0,0,0,1.0,Male,African-American,F,1
34,0,3,0,0,2,12.0,Male,African-American,F,0
32,0,2,0,0,0,2.0,Female,Caucasian,F,0
71,0,2,0,0,13,1.0,Male,Caucasian,F,0
43,0,2,0,0,2,17.0,Female,African-American,M,0
56,0,4,0,0,17,53.0,Male,Caucasian,F,1
25,0,3,0,0,3,58.0,Male,Caucasian,F,0
46,0,1,0,0,0,399.0,Male,Hispanic,M,0
63,0,1,0,0,1,9.0,Male,Caucasian,M,0
25,4,10,0,0,13,8.0,Male,African-American,F,1
39,0,1,0,0,1,100.0,Male,Other,M,0
26,0,7,0,0,1,1.0,Male,Caucasian,F,1
37,0,2,0,0,1,0.0,Male,Caucasian,F,1
28,0,1,0,0,1,90.0,Male,African-American,F,0
36,0,2,0,0,1,1.0,Female,African-American,M,0
26,1,8,0,0,10,1.0,Male,African-American,F,1
33,0,5,0,0,8,1.0,Male,African-American,M,1
21,0,4,0,0,0,3.0,Male,African-American,F,0
55,0,1,0,0,2,12.0,Female,Caucasian,F,0
41,0,6,0,0,2,27.0,Female,African-American,F,1
24,0,5,0,0,3,0.0,Male,African-American,F,1
27,0,3,0,0,2,10.0,Male,Hispanic,F,0
38,0,1,0,0,0,0.0,Male,Caucasian,F,0
22,0,7,0,0,3,1.0,Male,African-American,F,0
22,0,4,0,0,5,1.0,Male,Other,F,1
39,0,1,0,0,1,48.0,Male,Caucasian,F,0
22,0,9,0,1,0,0.0,Male,African-American,M,1
20,0,10,0,0,1,1.0,Male,African-American,F,1
24,0,10,1,0,3,2.0,Male,African-American,F,1
23,0,9,0,2,2,0.0,Male,Caucasian,F,1
55,0,5,0,0,27,1.0,Male,Caucasian,M,0
24,0,10,0,0,0,2.0,Female,Caucasian,M,0
21,0,5,0,0,0,0.0,Male,African-American,F,0
22,0,10,0,1,13,1.0,Male,African-American,F,1
30,0,1,0,0,0,1.0,Male,African-American,M,0
53,0,1,0,0,1,7.0,Male,Caucasian,F,0
42,0,5,0,0,0,1.0,Male,African-American,F,0
63,0,3,0,0,6,0.0,Male,African-American,F,0
30,1,4,0,0,9,1.0,Male,African-American,M,1
20,0,10,8,1,8,1.0,Male,Other,F,1
27,0,7,0,0,3,121.0,Female,Caucasian,F,1
25,0,7,1,0,2,1.0,Male,African-American,F,1
67,0,1,0,0,0,1.0,Male,Asian,M,0
23,0,8,3,1,7,199.0,Female,Hispanic,M,1
34,0,8,6,1,19,1.0,Male,African-American,M,0
50,0,9,0,0,9,215.0,Male,African-American,F,0
27,0,6,2,1,13,0.0,Male,African-American,F,1
23,0,4,0,3,2,0.0,Male,African-American,F,1
31,0,2,0,0,0,1.0,Male,Hispanic,F,0
20,2,9,0,0,2,1.0,Male,African-American,F,1
43,0,1,0,0,1,0.0,Male,African-American,M,0
23,0,4,0,0,2,1.0,Male,Other,M,0
42,0,4,0,0,0,1.0,Male,Caucasian,M,0
25,0,7,1,0,6,0.0,Male,African-American,M,0
24,0,6,0,0,1,1.0,Male,African-American,M,0
36,0,5,0,0,15,0.0,Male,African-American,F,0
67,0,1,0,0,0,1.0,Male,Caucasian,M,0
21,0,4,1,0,1,1.0,Male,African-American,M,1
40,0,4,0,0,1,1.0,Male,Caucasian,M,0
20,0,4,0,0,0,0.0,Female,Caucasian,F,0
26,0,9,0,0,1,1.0,Male,African-American,F,1
21,0,9,0,0,1,1.0,Female,African-American,F,0
20,0,6,0,0,1,26.0,Male,African-American,F,1
24,0,2,0,0,1,137.0,Male,African-American,F,0
25,0,3,0,0,2,1.0,Male,Hispanic,M,1
22,0,4,0,0,0,1.0,Male,Hispanic,F,1
25,0,3,0,0,0,1.0,Female,Caucasian,M,0
41,0,1,0,0,0,1.0,Male,Caucasian,M,1
30,0,3,0,0,0,7.0,Male,Caucasian,F,0
25,0,3,0,0,1,1.0,Male,Other,F,0
21,0,9,1,1,1,1.0,Male,African-American,F,1
21,0,3,0,0,0,1.0,Male,Hispanic,F,1
25,0,4,0,0,2,13.0,Male,Caucasian,F,1
21,0,3,0,0,0,1.0,Male,Hispanic,F,1
20,0,2,0,2,1,1.0,Male,African-American,F,0
36,0,3,0,0,5,1.0,Female,Caucasian,F,1
25,0,3,0,0,0,1.0,Male,Caucasian,F,0
21,0,8,0,0,1,1.0,Male,Caucasian,F,0
45,0,1,0,0,1,128.0,Male,African-American,F,1
38,1,7,0,0,8,2.0,Male,African-American,M,0
58,0,1,0,0,1,3376.0,Male,Caucasian,F,0
37,0,1,0,0,0,1.0,Male,African-American,M,1
20,0,5,0,0,1,70.0,Male,Caucasian,F,1
35,0,4,0,0,7,24.0,Male,African-American,F,1
37,0,7,0,0,7,1.0,Male,African-American,F,0
37,0,2,0,0,2,514.0,Male,African-American,M,0
56,0,3,0,0,5,1.0,Male,African-American,F,0
23,1,9,0,1,3,1.0,Male,African-American,F,0
46,0,1,0,0,6,31.0,Male,Caucasian,F,1
29,1,9,0,0,3,1.0,Male,African-American,F,1
37,2,8,3,0,24,1.0,Male,African-American,F,0
50,0,7,0,0,5,0.0,Male,Asian,F,1
80,0,1,0,0,0,1.0,Male,Caucasian,M,0
25,0,9,0,0,5,1.0,Male,Caucasian,F,1
33,0,9,0,0,5,1019.0,Male,African-American,M,1
52,0,1,0,0,0,1.0,Male,African-American,M,1
30,0,2,0,0,0,1.0,Male,African-American,F,0
29,0,1,0,0,0,1.0,Male,Other,F,0
31,0,7,0,0,5,1.0,Male,African-American,F,0
52,0,9,0,0,7,1.0,Male,African-American,F,1
64,0,2,0,0,0,1.0,Male,African-American,M,0
33,0,8,0,0,2,1.0,Male,African-American,F,1
59,0,1,0,0,4,67.0,Male,African-American,M,0
26,0,8,0,0,13,122.0,Male,African-American,M,0
19,1,9,0,0,1,12.0,Male,Hispanic,F,0
61,0,7,0,0,25,1.0,Male,African-American,F,0
33,0,6,0,0,6,0.0,Male,Caucasian,F,1
28,0,6,0,0,5,1.0,Male,African-American,M,0
26,0,2,0,0,0,1.0,Female,African-American,M,0
27,0,2,0,0,1,1.0,Male,African-American,F,1
29,0,5,0,0,1,2.0,Female,Caucasian,M,1
59,0,1,0,0,1,9.0,Male,Other,F,0
31,0,1,0,0,0,1.0,Male,Other,M,0
